,date,team,opponent,venue,time,pf,pa,result
1344,2025-01-27,Atlanta Hawks,Minnesota Timberwolves,Away,20:00,92,100,L
1345,2025-01-27,Boston Celtics,Houston Rockets,Home,19:30,112,114,L
1346,2025-01-27,Brooklyn Nets,Sacramento Kings,Home,19:30,96,110,L
1347,2025-01-27,Charlotte Hornets,Los Angeles Lakers,Home,19:00,107,112,L
1348,2025-01-27,Chicago Bulls,Denver Nuggets,Home,20:00,129,121,W
1349,2025-01-27,Cleveland Cavaliers,Detroit Pistons,Home,19:00,110,91,W
1350,2025-01-27,Dallas Mavericks,Washington Wizards,Home,20:30,130,108,W
1351,2025-01-27,Denver Nuggets,Chicago Bulls,Away,20:00,121,129,L
1352,2025-01-27,Detroit Pistons,Cleveland Cavaliers,Away,19:00,91,110,L
1353,2025-01-27,Houston Rockets,Boston Celtics,Away,19:30,114,112,W
1354,2025-01-27,Los Angeles Clippers,Phoenix Suns,Away,21:30,109,111,L
1355,2025-01-27,Los Angeles Lakers,Charlotte Hornets,Away,19:00,112,107,W
1356,2025-01-27,Memphis Grizzlies,New York Knicks,Away,19:30,106,143,L
1357,2025-01-27,Miami Heat,Orlando Magic,Home,19:30,125,119,W
1358,2025-01-27,Milwaukee Bucks,Utah Jazz,Away,21:00,125,110,W
1359,2025-01-27,Minnesota Timberwolves,Atlanta Hawks,Home,20:00,100,92,W
1360,2025-01-27,New Orleans Pelicans,Toronto Raptors,Away,19:30,104,113,L
1361,2025-01-27,New York Knicks,Memphis Grizzlies,Home,19:30,143,106,W
1362,2025-01-27,Orlando Magic,Miami Heat,Away,19:30,119,125,L
1363,2025-01-27,Phoenix Suns,Los Angeles Clippers,Home,21:30,111,109,W
1364,2025-01-27,Sacramento Kings,Brooklyn Nets,Away,19:30,110,96,W
1365,2025-01-27,Toronto Raptors,New Orleans Pelicans,Home,19:30,113,104,W
1366,2025-01-27,Utah Jazz,Milwaukee Bucks,Home,21:00,110,125,L
1367,2025-01-27,Washington Wizards,Dallas Mavericks,Away,20:30,108,130,L
1368,2025-01-28,Atlanta Hawks,Houston Rockets,Home,19:30,96,100,L
1369,2025-01-28,Golden State Warriors,Utah Jazz,Home,22:00,114,103,W
1370,2025-01-28,Houston Rockets,Atlanta Hawks,Away,19:30,100,96,W
1371,2025-01-28,Los Angeles Lakers,Philadelphia 76ers,Away,19:30,104,118,L
1372,2025-01-28,Milwaukee Bucks,Portland Trail Blazers,Away,22:00,112,125,L
1373,2025-01-28,Philadelphia 76ers,Los Angeles Lakers,Home,19:30,118,104,W
1374,2025-01-28,Portland Trail Blazers,Milwaukee Bucks,Home,22:00,125,112,W
1375,2025-01-28,Utah Jazz,Golden State Warriors,Away,22:00,103,114,L
1376,2025-01-29,Boston Celtics,Chicago Bulls,Home,19:30,122,100,W
1377,2025-01-29,Brooklyn Nets,Charlotte Hornets,Away,19:00,104,83,W
1378,2025-01-29,Charlotte Hornets,Brooklyn Nets,Home,19:00,83,104,L
1379,2025-01-29,Chicago Bulls,Boston Celtics,Away,19:30,100,122,L
1380,2025-01-29,Cleveland Cavaliers,Miami Heat,Away,19:30,126,106,W
1381,2025-01-29,Dallas Mavericks,New Orleans Pelicans,Away,20:00,137,136,W
1382,2025-01-29,Denver Nuggets,New York Knicks,Away,19:30,112,122,L
1383,2025-01-29,Detroit Pistons,Indiana Pacers,Away,19:00,119,133,L
1384,2025-01-29,Golden State Warriors,Oklahoma City Thunder,Home,22:00,116,109,W
1385,2025-01-29,Indiana Pacers,Detroit Pistons,Home,19:00,133,119,W
1386,2025-01-29,Los Angeles Clippers,San Antonio Spurs,Away,20:00,128,116,W
1387,2025-01-29,Miami Heat,Cleveland Cavaliers,Home,19:30,106,126,L
1388,2025-01-29,Minnesota Timberwolves,Phoenix Suns,Away,21:00,121,113,W
1389,2025-01-29,New Orleans Pelicans,Dallas Mavericks,Home,20:00,136,137,L
1390,2025-01-29,New York Knicks,Denver Nuggets,Home,19:30,122,112,W
1391,2025-01-29,Oklahoma City Thunder,Golden State Warriors,Away,22:00,109,116,L
1392,2025-01-29,Philadelphia 76ers,Sacramento Kings,Home,19:30,117,104,W
1393,2025-01-29,Phoenix Suns,Minnesota Timberwolves,Home,21:00,113,121,L
1394,2025-01-29,Sacramento Kings,Philadelphia 76ers,Away,19:30,104,117,L
1395,2025-01-29,San Antonio Spurs,Los Angeles Clippers,Home,20:00,116,128,L
1396,2025-01-29,Toronto Raptors,Washington Wizards,Away,19:00,106,82,W
1397,2025-01-29,Washington Wizards,Toronto Raptors,Home,19:00,82,106,L
1398,2025-01-30,Atlanta Hawks,Cleveland Cavaliers,Away,19:00,115,137,L
1399,2025-01-30,Cleveland Cavaliers,Atlanta Hawks,Home,19:00,137,115,W
1400,2025-01-30,Houston Rockets,Memphis Grizzlies,Away,21:30,119,120,L
1401,2025-01-30,Los Angeles Lakers,Washington Wizards,Away,19:00,134,96,W
1402,2025-01-30,Memphis Grizzlies,Houston Rockets,Home,21:30,120,119,W
1403,2025-01-30,Minnesota Timberwolves,Utah Jazz,Away,21:00,138,113,W
1404,2025-01-30,Orlando Magic,Portland Trail Blazers,Away,22:00,90,119,L
1405,2025-01-30,Portland Trail Blazers,Orlando Magic,Home,22:00,119,90,W
1406,2025-01-30,Utah Jazz,Minnesota Timberwolves,Home,21:00,113,138,L
1407,2025-01-30,Washington Wizards,Los Angeles Lakers,Home,19:00,96,134,L
1408,2025-01-31,Boston Celtics,New Orleans Pelicans,Away,20:00,118,116,W
1409,2025-01-31,Charlotte Hornets,Los Angeles Clippers,Home,19:00,104,112,L
1410,2025-01-31,Chicago Bulls,Toronto Raptors,Away,19:30,122,106,W
1411,2025-01-31,Dallas Mavericks,Detroit Pistons,Away,19:00,102,117,L
1412,2025-01-31,Denver Nuggets,Philadelphia 76ers,Away,19:30,137,134,W
1413,2025-01-31,Detroit Pistons,Dallas Mavericks,Home,19:00,117,102,W
1414,2025-01-31,Golden State Warriors,Phoenix Suns,Home,22:00,105,130,L
1415,2025-01-31,Los Angeles Clippers,Charlotte Hornets,Away,19:00,112,104,W
1416,2025-01-31,Milwaukee Bucks,San Antonio Spurs,Away,20:00,118,144,L
1417,2025-01-31,New Orleans Pelicans,Boston Celtics,Home,20:00,116,118,L
1418,2025-01-31,Philadelphia 76ers,Denver Nuggets,Home,19:30,134,137,L
1419,2025-01-31,Phoenix Suns,Golden State Warriors,Away,22:00,130,105,W
1420,2025-01-31,San Antonio Spurs,Milwaukee Bucks,Home,20:00,144,118,W
1421,2025-01-31,Toronto Raptors,Chicago Bulls,Home,19:30,106,122,L
1422,2025-02-01,Atlanta Hawks,Indiana Pacers,Away,17:00,127,132,L
1423,2025-02-01,Brooklyn Nets,Houston Rockets,Away,20:00,110,98,W
1424,2025-02-01,Charlotte Hornets,Denver Nuggets,Home,19:00,104,107,L
1425,2025-02-01,Denver Nuggets,Charlotte Hornets,Away,19:00,107,104,W
1426,2025-02-01,Houston Rockets,Brooklyn Nets,Home,20:00,98,110,L
1427,2025-02-01,Indiana Pacers,Atlanta Hawks,Home,17:00,132,127,W
1428,2025-02-01,Los Angeles Lakers,New York Knicks,Away,20:30,128,112,W
1429,2025-02-01,Miami Heat,San Antonio Spurs,Away,20:30,105,103,W
1430,2025-02-01,Minnesota Timberwolves,Washington Wizards,Home,20:00,103,105,L
1431,2025-02-01,New York Knicks,Los Angeles Lakers,Home,20:30,112,128,L
1432,2025-02-01,Oklahoma City Thunder,Sacramento Kings,Home,20:00,144,110,W
1433,2025-02-01,Orlando Magic,Utah Jazz,Away,17:00,99,113,L
1434,2025-02-01,Phoenix Suns,Portland Trail Blazers,Away,22:00,108,127,L
1435,2025-02-01,Portland Trail Blazers,Phoenix Suns,Home,22:00,127,108,W
1436,2025-02-01,Sacramento Kings,Oklahoma City Thunder,Away,20:00,110,144,L
1437,2025-02-01,San Antonio Spurs,Miami Heat,Home,20:30,103,105,L
1438,2025-02-01,Utah Jazz,Orlando Magic,Home,17:00,113,99,W
1439,2025-02-01,Washington Wizards,Minnesota Timberwolves,Away,20:00,105,103,W
1440,2025-02-02,Boston Celtics,Philadelphia 76ers,Away,18:00,118,110,W
1441,2025-02-02,Chicago Bulls,Detroit Pistons,Away,15:00,119,127,L
1442,2025-02-02,Cleveland Cavaliers,Dallas Mavericks,Home,15:30,144,101,W
1443,2025-02-02,Dallas Mavericks,Cleveland Cavaliers,Away,15:30,101,144,L
1444,2025-02-02,Detroit Pistons,Chicago Bulls,Home,15:00,127,119,W
1445,2025-02-02,Los Angeles Clippers,Toronto Raptors,Away,15:30,108,115,L
1446,2025-02-02,Memphis Grizzlies,Milwaukee Bucks,Away,20:30,132,119,W
1447,2025-02-02,Milwaukee Bucks,Memphis Grizzlies,Home,20:30,119,132,L
1448,2025-02-02,Philadelphia 76ers,Boston Celtics,Home,18:00,110,118,L
1449,2025-02-02,Toronto Raptors,Los Angeles Clippers,Home,15:30,115,108,W
1450,2025-02-03,Atlanta Hawks,Detroit Pistons,Away,19:00,132,130,W
1451,2025-02-03,Charlotte Hornets,Washington Wizards,Home,19:00,114,124,L
1452,2025-02-03,Denver Nuggets,New Orleans Pelicans,Home,21:00,125,113,W
1453,2025-02-03,Detroit Pistons,Atlanta Hawks,Home,19:00,130,132,L
1454,2025-02-03,Golden State Warriors,Orlando Magic,Home,22:00,104,99,W
1455,2025-02-03,Houston Rockets,New York Knicks,Away,19:30,118,124,L
1456,2025-02-03,Indiana Pacers,Utah Jazz,Away,21:00,112,111,W
1457,2025-02-03,Memphis Grizzlies,San Antonio Spurs,Home,20:00,128,109,W
1458,2025-02-03,Milwaukee Bucks,Oklahoma City Thunder,Away,20:00,96,125,L
1459,2025-02-03,Minnesota Timberwolves,Sacramento Kings,Home,20:00,114,116,L
1460,2025-02-03,New Orleans Pelicans,Denver Nuggets,Away,21:00,113,125,L
1461,2025-02-03,New York Knicks,Houston Rockets,Home,19:30,124,118,W
1462,2025-02-03,Oklahoma City Thunder,Milwaukee Bucks,Home,20:00,125,96,W
1463,2025-02-03,Orlando Magic,Golden State Warriors,Away,22:00,99,104,L
1464,2025-02-03,Phoenix Suns,Portland Trail Blazers,Away,22:00,119,121,L
1465,2025-02-03,Portland Trail Blazers,Phoenix Suns,Home,22:00,121,119,W
1466,2025-02-03,Sacramento Kings,Minnesota Timberwolves,Away,20:00,116,114,W
1467,2025-02-03,San Antonio Spurs,Memphis Grizzlies,Away,20:00,109,128,L
1468,2025-02-03,Utah Jazz,Indiana Pacers,Home,21:00,111,112,L
1469,2025-02-03,Washington Wizards,Charlotte Hornets,Away,19:00,124,114,W
1470,2025-02-04,Boston Celtics,Cleveland Cavaliers,Away,19:30,112,105,W
1471,2025-02-04,Brooklyn Nets,Houston Rockets,Home,19:30,99,97,W
1472,2025-02-04,Chicago Bulls,Miami Heat,Home,20:00,133,124,W
1473,2025-02-04,Cleveland Cavaliers,Boston Celtics,Home,19:30,105,112,L
1474,2025-02-04,Dallas Mavericks,Philadelphia 76ers,Away,19:00,116,118,L
1475,2025-02-04,Houston Rockets,Brooklyn Nets,Away,19:30,97,99,L
1476,2025-02-04,Indiana Pacers,Portland Trail Blazers,Away,22:00,89,112,L
1477,2025-02-04,Los Angeles Clippers,Los Angeles Lakers,Home,22:00,97,122,L
1478,2025-02-04,Los Angeles Lakers,Los Angeles Clippers,Away,22:00,122,97,W
1479,2025-02-04,Miami Heat,Chicago Bulls,Away,20:00,124,133,L
1480,2025-02-04,New York Knicks,Toronto Raptors,Away,19:30,121,115,W
1481,2025-02-04,Philadelphia 76ers,Dallas Mavericks,Home,19:00,118,116,W
1482,2025-02-04,Portland Trail Blazers,Indiana Pacers,Home,22:00,112,89,W
1483,2025-02-04,Toronto Raptors,New York Knicks,Home,19:30,115,121,L
1484,2025-02-05,Atlanta Hawks,San Antonio Spurs,Home,19:00,125,126,L
1485,2025-02-05,Brooklyn Nets,Washington Wizards,Home,19:30,102,119,L
1486,2025-02-05,Charlotte Hornets,Milwaukee Bucks,Home,19:00,102,112,L
1487,2025-02-05,Chicago Bulls,Minnesota Timberwolves,Away,20:00,108,127,L
1488,2025-02-05,Cleveland Cavaliers,Detroit Pistons,Away,19:00,118,115,W
1489,2025-02-05,Denver Nuggets,New Orleans Pelicans,Home,21:00,144,119,W
1490,2025-02-05,Detroit Pistons,Cleveland Cavaliers,Home,19:00,115,118,L
1491,2025-02-05,Golden State Warriors,Utah Jazz,Away,21:00,128,131,L
1492,2025-02-05,Memphis Grizzlies,Toronto Raptors,Away,19:30,138,107,W
1493,2025-02-05,Miami Heat,Philadelphia 76ers,Away,19:30,108,101,W
1494,2025-02-05,Milwaukee Bucks,Charlotte Hornets,Away,19:00,112,102,W
1495,2025-02-05,Minnesota Timberwolves,Chicago Bulls,Home,20:00,127,108,W
1496,2025-02-05,New Orleans Pelicans,Denver Nuggets,Away,21:00,119,144,L
1497,2025-02-05,Oklahoma City Thunder,Phoenix Suns,Home,21:30,140,109,W
1498,2025-02-05,Orlando Magic,Sacramento Kings,Away,22:00,130,111,W
1499,2025-02-05,Philadelphia 76ers,Miami Heat,Home,19:30,101,108,L
1500,2025-02-05,Phoenix Suns,Oklahoma City Thunder,Away,21:30,109,140,L
1501,2025-02-05,Sacramento Kings,Orlando Magic,Home,22:00,111,130,L
1502,2025-02-05,San Antonio Spurs,Atlanta Hawks,Away,19:00,126,125,W
1503,2025-02-05,Toronto Raptors,Memphis Grizzlies,Home,19:30,107,138,L
1504,2025-02-05,Utah Jazz,Golden State Warriors,Home,21:00,131,128,W
1505,2025-02-05,Washington Wizards,Brooklyn Nets,Away,19:30,119,102,W
1506,2025-02-06,Boston Celtics,Dallas Mavericks,Home,19:30,120,127,L
1507,2025-02-06,Dallas Mavericks,Boston Celtics,Away,19:30,127,120,W
1508,2025-02-06,Denver Nuggets,Orlando Magic,Home,21:00,112,90,W
1509,2025-02-06,Golden State Warriors,Los Angeles Lakers,Away,22:00,112,120,L
1510,2025-02-06,Houston Rockets,Minnesota Timberwolves,Away,20:00,114,127,L
1511,2025-02-06,Indiana Pacers,Los Angeles Clippers,Away,22:30,119,112,W
1512,2025-02-06,Los Angeles Clippers,Indiana Pacers,Home,22:30,112,119,L
1513,2025-02-06,Los Angeles Lakers,Golden State Warriors,Home,22:00,120,112,W
1514,2025-02-06,Minnesota Timberwolves,Houston Rockets,Home,20:00,127,114,W
1515,2025-02-06,Orlando Magic,Denver Nuggets,Away,21:00,90,112,L
1516,2025-02-06,Portland Trail Blazers,Sacramento Kings,Home,22:00,108,102,W
1517,2025-02-06,Sacramento Kings,Portland Trail Blazers,Away,22:00,102,108,L
1518,2025-02-07,Atlanta Hawks,Milwaukee Bucks,Home,19:30,115,110,W
1519,2025-02-07,Brooklyn Nets,Miami Heat,Home,19:30,102,86,W
1520,2025-02-07,Charlotte Hornets,San Antonio Spurs,Home,19:00,117,116,W
1521,2025-02-07,Cleveland Cavaliers,Washington Wizards,Away,19:00,134,124,W
1522,2025-02-07,Detroit Pistons,Philadelphia 76ers,Home,19:30,125,112,W
1523,2025-02-07,Miami Heat,Brooklyn Nets,Away,19:30,86,102,L
1524,2025-02-07,Milwaukee Bucks,Atlanta Hawks,Away,19:30,110,115,L
1525,2025-02-07,Oklahoma City Thunder,Toronto Raptors,Home,20:00,121,109,W
1526,2025-02-07,Philadelphia 76ers,Detroit Pistons,Away,19:30,112,125,L
1527,2025-02-07,Phoenix Suns,Utah Jazz,Home,22:00,135,127,W
1528,2025-02-07,San Antonio Spurs,Charlotte Hornets,Away,19:00,116,117,L
1529,2025-02-07,Toronto Raptors,Oklahoma City Thunder,Away,20:00,109,121,L
1530,2025-02-07,Utah Jazz,Phoenix Suns,Away,22:00,127,135,L
1531,2025-02-07,Washington Wizards,Cleveland Cavaliers,Home,19:00,124,134,L
1532,2025-02-08,Atlanta Hawks,Washington Wizards,Away,19:00,125,111,W
1533,2025-02-08,Boston Celtics,New York Knicks,Away,20:30,131,104,W
1534,2025-02-08,Chicago Bulls,Golden State Warriors,Home,20:00,111,132,L
1535,2025-02-08,Dallas Mavericks,Houston Rockets,Home,15:00,116,105,W
1536,2025-02-08,Denver Nuggets,Phoenix Suns,Away,21:00,122,105,W
1537,2025-02-08,Golden State Warriors,Chicago Bulls,Away,20:00,132,111,W
1538,2025-02-08,Houston Rockets,Dallas Mavericks,Away,15:00,105,116,L
1539,2025-02-08,Indiana Pacers,Los Angeles Lakers,Away,16:00,117,124,L
1540,2025-02-08,Los Angeles Clippers,Utah Jazz,Home,22:30,130,110,W
1541,2025-02-08,Los Angeles Lakers,Indiana Pacers,Home,16:00,124,117,W
1542,2025-02-08,Memphis Grizzlies,Oklahoma City Thunder,Home,20:00,112,125,L
1543,2025-02-08,Minnesota Timberwolves,Portland Trail Blazers,Home,20:00,114,98,W
1544,2025-02-08,New Orleans Pelicans,Sacramento Kings,Away,22:00,118,123,L
1545,2025-02-08,New York Knicks,Boston Celtics,Home,20:30,104,131,L
1546,2025-02-08,Oklahoma City Thunder,Memphis Grizzlies,Away,20:00,125,112,W
1547,2025-02-08,Orlando Magic,San Antonio Spurs,Home,19:00,112,111,W
1548,2025-02-08,Phoenix Suns,Denver Nuggets,Home,21:00,105,122,L
1549,2025-02-08,Portland Trail Blazers,Minnesota Timberwolves,Away,20:00,98,114,L
1550,2025-02-08,Sacramento Kings,New Orleans Pelicans,Home,22:00,123,118,W
1551,2025-02-08,San Antonio Spurs,Orlando Magic,Away,19:00,111,112,L
1552,2025-02-08,Utah Jazz,Los Angeles Clippers,Away,22:30,110,130,L
1553,2025-02-08,Washington Wizards,Atlanta Hawks,Home,19:00,111,125,L
1554,2025-02-09,Charlotte Hornets,Detroit Pistons,Away,13:00,102,112,L
1555,2025-02-09,Detroit Pistons,Charlotte Hornets,Home,13:00,112,102,W
1556,2025-02-09,Houston Rockets,Toronto Raptors,Home,14:00,94,87,W
1557,2025-02-09,Milwaukee Bucks,Philadelphia 76ers,Home,14:00,135,127,W
1558,2025-02-09,Philadelphia 76ers,Milwaukee Bucks,Away,14:00,127,135,L
1559,2025-02-09,Toronto Raptors,Houston Rockets,Away,14:00,87,94,L
1560,2025-02-10,Atlanta Hawks,Orlando Magic,Away,19:00,112,106,W
1561,2025-02-10,Boston Celtics,Miami Heat,Away,19:30,103,85,W
1562,2025-02-10,Brooklyn Nets,Charlotte Hornets,Home,19:30,97,89,W
1563,2025-02-10,Charlotte Hornets,Brooklyn Nets,Away,19:30,89,97,L
1564,2025-02-10,Cleveland Cavaliers,Minnesota Timberwolves,Home,19:00,128,107,W
1565,2025-02-10,Dallas Mavericks,Sacramento Kings,Home,20:30,128,129,L
1566,2025-02-10,Denver Nuggets,Portland Trail Blazers,Home,21:00,146,117,W
1567,2025-02-10,Golden State Warriors,Milwaukee Bucks,Away,20:00,125,111,W
1568,2025-02-10,Los Angeles Lakers,Utah Jazz,Home,22:30,132,113,W
1569,2025-02-10,Miami Heat,Boston Celtics,Home,19:30,85,103,L
1570,2025-02-10,Milwaukee Bucks,Golden State Warriors,Home,20:00,111,125,L
1571,2025-02-10,Minnesota Timberwolves,Cleveland Cavaliers,Away,19:00,107,128,L
1572,2025-02-10,New Orleans Pelicans,Oklahoma City Thunder,Away,20:00,101,137,L
1573,2025-02-10,Oklahoma City Thunder,New Orleans Pelicans,Home,20:00,137,101,W
1574,2025-02-10,Orlando Magic,Atlanta Hawks,Home,19:00,106,112,L
1575,2025-02-10,Portland Trail Blazers,Denver Nuggets,Away,21:00,117,146,L
1576,2025-02-10,Sacramento Kings,Dallas Mavericks,Away,20:30,129,128,W
1577,2025-02-10,San Antonio Spurs,Washington Wizards,Away,19:00,131,121,W
1578,2025-02-10,Utah Jazz,Los Angeles Lakers,Away,22:30,113,132,L
1579,2025-02-10,Washington Wizards,San Antonio Spurs,Home,19:00,121,131,L
1580,2025-02-11,Chicago Bulls,Detroit Pistons,Home,20:00,92,132,L
1581,2025-02-11,Detroit Pistons,Chicago Bulls,Away,20:00,132,92,W
1582,2025-02-11,Indiana Pacers,New York Knicks,Home,19:30,115,128,L
1583,2025-02-11,Memphis Grizzlies,Phoenix Suns,Away,22:00,119,112,W
1584,2025-02-11,New York Knicks,Indiana Pacers,Away,19:30,128,115,W
1585,2025-02-11,Philadelphia 76ers,Toronto Raptors,Home,19:00,103,106,L
1586,2025-02-11,Phoenix Suns,Memphis Grizzlies,Home,22:00,112,119,L
1587,2025-02-11,Toronto Raptors,Philadelphia 76ers,Away,19:00,106,103,W
1588,2025-02-12,Atlanta Hawks,New York Knicks,Away,19:30,148,149,L
1589,2025-02-12,Boston Celtics,San Antonio Spurs,Home,19:00,116,103,W
1590,2025-02-12,Brooklyn Nets,Philadelphia 76ers,Home,19:30,100,96,W
1591,2025-02-12,Charlotte Hornets,Orlando Magic,Away,19:00,86,102,L
1592,2025-02-12,Chicago Bulls,Detroit Pistons,Home,20:00,110,128,L
1593,2025-02-12,Cleveland Cavaliers,Toronto Raptors,Away,19:30,131,108,W
1594,2025-02-12,Dallas Mavericks,Golden State Warriors,Home,21:30,111,107,W
1595,2025-02-12,Denver Nuggets,Portland Trail Blazers,Home,21:00,132,121,W
1596,2025-02-12,Detroit Pistons,Chicago Bulls,Away,20:00,128,110,W
1597,2025-02-12,Golden State Warriors,Dallas Mavericks,Away,21:30,107,111,L
1598,2025-02-12,Houston Rockets,Phoenix Suns,Home,20:30,119,111,W
1599,2025-02-12,Indiana Pacers,Washington Wizards,Away,19:00,134,130,W
1600,2025-02-12,Los Angeles Clippers,Memphis Grizzlies,Home,22:30,128,114,W
1601,2025-02-12,Los Angeles Lakers,Utah Jazz,Away,21:00,119,131,L
1602,2025-02-12,Memphis Grizzlies,Los Angeles Clippers,Away,22:30,114,128,L
1603,2025-02-12,Miami Heat,Oklahoma City Thunder,Away,20:00,101,115,L
1604,2025-02-12,Milwaukee Bucks,Minnesota Timberwolves,Away,20:00,103,101,W
1605,2025-02-12,Minnesota Timberwolves,Milwaukee Bucks,Home,20:00,101,103,L
1606,2025-02-12,New Orleans Pelicans,Sacramento Kings,Home,20:00,111,119,L
1607,2025-02-12,New York Knicks,Atlanta Hawks,Home,19:30,149,148,W
1608,2025-02-12,Oklahoma City Thunder,Miami Heat,Home,20:00,115,101,W
1609,2025-02-12,Orlando Magic,Charlotte Hornets,Home,19:00,102,86,W
1610,2025-02-12,Philadelphia 76ers,Brooklyn Nets,Away,19:30,96,100,L
1611,2025-02-12,Phoenix Suns,Houston Rockets,Away,20:30,111,119,L
1612,2025-02-12,Portland Trail Blazers,Denver Nuggets,Away,21:00,121,132,L
1613,2025-02-12,Sacramento Kings,New Orleans Pelicans,Away,20:00,119,111,W
1614,2025-02-12,San Antonio Spurs,Boston Celtics,Away,19:00,103,116,L
1615,2025-02-12,Toronto Raptors,Cleveland Cavaliers,Home,19:30,108,131,L
1616,2025-02-12,Utah Jazz,Los Angeles Lakers,Home,21:00,131,119,W
1617,2025-02-12,Washington Wizards,Indiana Pacers,Home,19:00,130,134,L
1618,2025-02-13,Dallas Mavericks,Miami Heat,Home,20:30,118,113,W
1619,2025-02-13,Golden State Warriors,Houston Rockets,Away,20:00,105,98,W
1620,2025-02-13,Houston Rockets,Golden State Warriors,Home,20:00,98,105,L
1621,2025-02-13,Los Angeles Clippers,Utah Jazz,Away,21:00,120,116,W
1622,2025-02-13,Miami Heat,Dallas Mavericks,Away,20:30,113,118,L
1623,2025-02-13,Minnesota Timberwolves,Oklahoma City Thunder,Home,20:30,116,101,W
1624,2025-02-13,New Orleans Pelicans,Sacramento Kings,Home,20:00,140,133,W
1625,2025-02-13,Oklahoma City Thunder,Minnesota Timberwolves,Away,20:30,101,116,L
1626,2025-02-13,Sacramento Kings,New Orleans Pelicans,Away,20:00,133,140,L
1627,2025-02-13,Utah Jazz,Los Angeles Clippers,Home,21:00,116,120,L
1628,2025-02-19,Charlotte Hornets,Los Angeles Lakers,Away,22:00,100,97,W
1629,2025-02-19,Los Angeles Lakers,Charlotte Hornets,Home,22:00,97,100,L
1630,2025-02-20,Atlanta Hawks,Orlando Magic,Home,19:30,108,114,L
1631,2025-02-20,Boston Celtics,Philadelphia 76ers,Away,19:00,124,104,W
1632,2025-02-20,Brooklyn Nets,Cleveland Cavaliers,Home,19:30,97,110,L
1633,2025-02-20,Charlotte Hornets,Denver Nuggets,Away,21:00,115,129,L
1634,2025-02-20,Chicago Bulls,New York Knicks,Away,19:30,111,113,L
1635,2025-02-20,Cleveland Cavaliers,Brooklyn Nets,Away,19:30,110,97,W
1636,2025-02-20,Denver Nuggets,Charlotte Hornets,Home,21:00,129,115,W
1637,2025-02-20,Indiana Pacers,Memphis Grizzlies,Home,19:00,127,113,W
1638,2025-02-20,Los Angeles Clippers,Milwaukee Bucks,Away,20:00,110,116,L
1639,2025-02-20,Los Angeles Lakers,Portland Trail Blazers,Away,22:00,110,102,W
1640,2025-02-20,Memphis Grizzlies,Indiana Pacers,Away,19:00,113,127,L
1641,2025-02-20,Milwaukee Bucks,Los Angeles Clippers,Home,20:00,116,110,W
1642,2025-02-20,New York Knicks,Chicago Bulls,Home,19:30,113,111,W
1643,2025-02-20,Orlando Magic,Atlanta Hawks,Away,19:30,114,108,W
1644,2025-02-20,Philadelphia 76ers,Boston Celtics,Home,19:00,104,124,L
1645,2025-02-20,Phoenix Suns,San Antonio Spurs,Away,21:30,109,120,L
1646,2025-02-20,Portland Trail Blazers,Los Angeles Lakers,Home,22:00,102,110,L
1647,2025-02-20,San Antonio Spurs,Phoenix Suns,Home,21:30,120,109,W
1648,2025-02-21,Cleveland Cavaliers,New York Knicks,Home,19:00,142,105,W
1649,2025-02-21,Dallas Mavericks,New Orleans Pelicans,Home,20:30,111,103,W
1650,2025-02-21,Detroit Pistons,San Antonio Spurs,Away,20:30,125,110,W
1651,2025-02-21,Golden State Warriors,Sacramento Kings,Away,22:00,132,108,W
1652,2025-02-21,Houston Rockets,Minnesota Timberwolves,Home,21:30,121,115,W
1653,2025-02-21,Memphis Grizzlies,Orlando Magic,Away,19:00,105,104,W
1654,2025-02-21,Miami Heat,Toronto Raptors,Away,19:30,120,111,W
1655,2025-02-21,Milwaukee Bucks,Washington Wizards,Away,19:00,104,101,W
1656,2025-02-21,Minnesota Timberwolves,Houston Rockets,Away,21:30,115,121,L
1657,2025-02-21,New Orleans Pelicans,Dallas Mavericks,Away,20:30,103,111,L
1658,2025-02-21,New York Knicks,Cleveland Cavaliers,Away,19:00,105,142,L
1659,2025-02-21,Oklahoma City Thunder,Utah Jazz,Away,21:30,130,107,W
1660,2025-02-21,Orlando Magic,Memphis Grizzlies,Home,19:00,104,105,L
1661,2025-02-21,Sacramento Kings,Golden State Warriors,Home,22:00,108,132,L
1662,2025-02-21,San Antonio Spurs,Detroit Pistons,Home,20:30,110,125,L
1663,2025-02-21,Toronto Raptors,Miami Heat,Home,19:30,111,120,L
1664,2025-02-21,Utah Jazz,Oklahoma City Thunder,Home,21:30,107,130,L
1665,2025-02-21,Washington Wizards,Milwaukee Bucks,Home,19:00,101,104,L
1666,2025-02-22,Brooklyn Nets,Philadelphia 76ers,Away,19:30,105,103,W
1667,2025-02-22,Charlotte Hornets,Portland Trail Blazers,Away,22:00,88,141,L
1668,2025-02-22,Chicago Bulls,Phoenix Suns,Home,17:00,117,121,L
1669,2025-02-22,Denver Nuggets,Los Angeles Lakers,Home,20:30,100,123,L
1670,2025-02-22,Houston Rockets,Utah Jazz,Away,21:30,115,124,L
1671,2025-02-22,Los Angeles Lakers,Denver Nuggets,Away,20:30,123,100,W
1672,2025-02-22,Philadelphia 76ers,Brooklyn Nets,Home,19:30,103,105,L
1673,2025-02-22,Phoenix Suns,Chicago Bulls,Away,17:00,121,117,W
