,date,team,opponent,venue,time,pf,pa,result
338,2024-11-13,Milwaukee Bucks,Detroit Pistons,Home,20:00,127,120,W
339,2024-11-13,Minnesota Timberwolves,Portland Trail Blazers,Away,22:00,98,106,L
340,2024-11-13,New Orleans Pelicans,Oklahoma City Thunder,Away,19:30,88,106,L
341,2024-11-13,New York Knicks,Chicago Bulls,Home,19:30,123,124,L
342,2024-11-13,Oklahoma City Thunder,New Orleans Pelicans,Home,19:30,106,88,W
343,2024-11-13,Orlando Magic,Indiana Pacers,Home,19:00,94,90,W
344,2024-11-13,Philadelphia 76ers,Cleveland Cavaliers,Home,19:30,106,114,L
345,2024-11-13,Phoenix Suns,Sacramento Kings,Away,22:00,104,127,L
346,2024-11-13,Portland Trail Blazers,Minnesota Timberwolves,Home,22:00,106,98,W
347,2024-11-13,Sacramento Kings,Phoenix Suns,Home,22:00,127,104,W
348,2024-11-13,San Antonio Spurs,Washington Wizards,Home,20:00,139,130,W
349,2024-11-13,Washington Wizards,San Antonio Spurs,Away,20:00,130,139,L
350,2024-11-14,Dallas Mavericks,Utah Jazz,Away,21:00,113,115,L
351,2024-11-14,Utah Jazz,Dallas Mavericks,Home,21:00,115,113,W
352,2024-11-15,Atlanta Hawks,Washington Wizards,Home,19:30,129,117,W
353,2024-11-15,Brooklyn Nets,New York Knicks,Away,19:30,122,124,L
354,2024-11-15,Chicago Bulls,Cleveland Cavaliers,Away,19:30,126,144,L
355,2024-11-15,Cleveland Cavaliers,Chicago Bulls,Home,19:30,144,126,W
356,2024-11-15,Denver Nuggets,New Orleans Pelicans,Away,20:00,94,101,L
357,2024-11-15,Detroit Pistons,Toronto Raptors,Away,19:00,99,95,W
358,2024-11-15,Golden State Warriors,Memphis Grizzlies,Home,22:00,123,118,W
359,2024-11-15,Houston Rockets,Los Angeles Clippers,Home,20:00,125,104,W
360,2024-11-15,Indiana Pacers,Miami Heat,Home,19:00,111,124,L
361,2024-11-15,Los Angeles Clippers,Houston Rockets,Away,20:00,104,125,L
362,2024-11-15,Los Angeles Lakers,San Antonio Spurs,Away,19:30,120,115,W
363,2024-11-15,Memphis Grizzlies,Golden State Warriors,Away,22:00,118,123,L
364,2024-11-15,Miami Heat,Indiana Pacers,Away,19:00,124,111,W
365,2024-11-15,Minnesota Timberwolves,Sacramento Kings,Away,22:00,130,126,W
366,2024-11-15,New Orleans Pelicans,Denver Nuggets,Home,20:00,101,94,W
367,2024-11-15,New York Knicks,Brooklyn Nets,Home,19:30,124,122,W
368,2024-11-15,Oklahoma City Thunder,Phoenix Suns,Home,20:00,99,83,W
369,2024-11-15,Orlando Magic,Philadelphia 76ers,Home,19:00,98,86,W
370,2024-11-15,Philadelphia 76ers,Orlando Magic,Away,19:00,86,98,L
371,2024-11-15,Phoenix Suns,Oklahoma City Thunder,Away,20:00,83,99,L
372,2024-11-15,Sacramento Kings,Minnesota Timberwolves,Home,22:00,126,130,L
373,2024-11-15,San Antonio Spurs,Los Angeles Lakers,Home,19:30,115,120,L
374,2024-11-15,Toronto Raptors,Detroit Pistons,Home,19:00,95,99,L
375,2024-11-15,Washington Wizards,Atlanta Hawks,Away,19:30,117,129,L
376,2024-11-16,Boston Celtics,Toronto Raptors,Home,20:00,126,123,W
377,2024-11-16,Charlotte Hornets,Milwaukee Bucks,Home,15:00,115,114,W
378,2024-11-16,Dallas Mavericks,San Antonio Spurs,Home,20:30,110,93,W
379,2024-11-16,Los Angeles Lakers,New Orleans Pelicans,Away,20:00,104,99,W
380,2024-11-16,Milwaukee Bucks,Charlotte Hornets,Away,15:00,114,115,L
381,2024-11-16,New Orleans Pelicans,Los Angeles Lakers,Home,20:00,99,104,L
382,2024-11-16,Sacramento Kings,Utah Jazz,Home,22:00,121,117,W
383,2024-11-16,San Antonio Spurs,Dallas Mavericks,Away,20:30,93,110,L
384,2024-11-16,Toronto Raptors,Boston Celtics,Away,20:00,123,126,L
385,2024-11-16,Utah Jazz,Sacramento Kings,Away,22:00,117,121,L
386,2024-11-17,Atlanta Hawks,Portland Trail Blazers,Away,18:00,110,114,L
387,2024-11-17,Brooklyn Nets,New York Knicks,Away,19:00,104,114,L
388,2024-11-17,Charlotte Hornets,Cleveland Cavaliers,Away,18:00,114,128,L
389,2024-11-17,Chicago Bulls,Houston Rockets,Home,19:00,107,143,L
390,2024-11-17,Cleveland Cavaliers,Charlotte Hornets,Home,18:00,128,114,W
391,2024-11-17,Dallas Mavericks,Oklahoma City Thunder,Away,19:00,121,119,W
392,2024-11-17,Denver Nuggets,Memphis Grizzlies,Away,18:00,90,105,L
393,2024-11-17,Detroit Pistons,Washington Wizards,Away,18:00,124,104,W
394,2024-11-17,Houston Rockets,Chicago Bulls,Away,19:00,143,107,W
395,2024-11-17,Indiana Pacers,Miami Heat,Home,17:00,119,110,W
396,2024-11-17,Los Angeles Clippers,Utah Jazz,Home,21:00,116,105,W
397,2024-11-17,Memphis Grizzlies,Denver Nuggets,Home,18:00,105,90,W
398,2024-11-17,Miami Heat,Indiana Pacers,Away,17:00,110,119,L
399,2024-11-17,Minnesota Timberwolves,Phoenix Suns,Home,15:30,120,117,W
400,2024-11-17,New York Knicks,Brooklyn Nets,Home,19:00,114,104,W
401,2024-11-17,Oklahoma City Thunder,Dallas Mavericks,Home,19:00,119,121,L
402,2024-11-17,Phoenix Suns,Minnesota Timberwolves,Away,15:30,117,120,L
403,2024-11-17,Portland Trail Blazers,Atlanta Hawks,Home,18:00,114,110,W
404,2024-11-17,Utah Jazz,Los Angeles Clippers,Away,21:00,105,116,L
405,2024-11-17,Washington Wizards,Detroit Pistons,Home,18:00,104,124,L
406,2024-11-18,Atlanta Hawks,Sacramento Kings,Away,22:00,109,108,W
407,2024-11-18,Chicago Bulls,Detroit Pistons,Away,19:00,122,112,W
408,2024-11-18,Detroit Pistons,Chicago Bulls,Home,19:00,112,122,L
409,2024-11-18,Golden State Warriors,Los Angeles Clippers,Away,22:30,99,102,L
410,2024-11-18,Houston Rockets,Milwaukee Bucks,Away,20:00,100,101,L
411,2024-11-18,Indiana Pacers,Toronto Raptors,Away,19:30,119,130,L
412,2024-11-18,Los Angeles Clippers,Golden State Warriors,Home,22:30,102,99,W
413,2024-11-18,Miami Heat,Philadelphia 76ers,Home,19:30,106,89,W
414,2024-11-18,Milwaukee Bucks,Houston Rockets,Home,20:00,101,100,W
415,2024-11-18,New York Knicks,Washington Wizards,Home,19:30,134,106,W
416,2024-11-18,Orlando Magic,Phoenix Suns,Away,21:00,109,99,W
417,2024-11-18,Philadelphia 76ers,Miami Heat,Away,19:30,89,106,L
418,2024-11-18,Phoenix Suns,Orlando Magic,Home,21:00,99,109,L
419,2024-11-18,Sacramento Kings,Atlanta Hawks,Home,22:00,108,109,L
420,2024-11-18,Toronto Raptors,Indiana Pacers,Home,19:30,130,119,W
421,2024-11-18,Washington Wizards,New York Knicks,Away,19:30,106,134,L
422,2024-11-19,Boston Celtics,Cleveland Cavaliers,Home,19:00,120,117,W
423,2024-11-19,Brooklyn Nets,Charlotte Hornets,Home,19:30,116,115,W
424,2024-11-19,Charlotte Hornets,Brooklyn Nets,Away,19:30,115,116,L
425,2024-11-19,Cleveland Cavaliers,Boston Celtics,Away,19:00,117,120,L
426,2024-11-19,Dallas Mavericks,New Orleans Pelicans,Home,20:30,132,91,W
427,2024-11-19,Denver Nuggets,Memphis Grizzlies,Away,20:00,122,110,W
428,2024-11-19,Los Angeles Lakers,Utah Jazz,Home,22:30,124,118,W
429,2024-11-19,Memphis Grizzlies,Denver Nuggets,Home,20:00,110,122,L
430,2024-11-19,New Orleans Pelicans,Dallas Mavericks,Away,20:30,91,132,L
431,2024-11-19,Oklahoma City Thunder,San Antonio Spurs,Away,21:30,104,110,L
432,2024-11-19,San Antonio Spurs,Oklahoma City Thunder,Home,21:30,110,104,W
433,2024-11-19,Utah Jazz,Los Angeles Lakers,Away,22:30,118,124,L
434,2024-11-20,Atlanta Hawks,Golden State Warriors,Away,22:00,97,120,L
435,2024-11-20,Chicago Bulls,Milwaukee Bucks,Away,19:30,106,122,L
436,2024-11-20,Cleveland Cavaliers,New Orleans Pelicans,Home,19:30,128,100,W
437,2024-11-20,Golden State Warriors,Atlanta Hawks,Home,22:00,120,97,W
438,2024-11-20,Houston Rockets,Indiana Pacers,Home,20:00,130,113,W
439,2024-11-20,Indiana Pacers,Houston Rockets,Away,20:00,113,130,L
440,2024-11-20,Los Angeles Clippers,Orlando Magic,Home,22:30,104,93,W
441,2024-11-20,Memphis Grizzlies,Philadelphia 76ers,Home,20:00,117,111,W
442,2024-11-20,Milwaukee Bucks,Chicago Bulls,Home,19:30,122,106,W
443,2024-11-20,New Orleans Pelicans,Cleveland Cavaliers,Away,19:30,100,128,L
444,2024-11-20,New York Knicks,Phoenix Suns,Away,22:00,138,122,W
445,2024-11-20,Oklahoma City Thunder,Portland Trail Blazers,Home,20:00,109,99,W
446,2024-11-20,Orlando Magic,Los Angeles Clippers,Away,22:30,93,104,L
447,2024-11-20,Philadelphia 76ers,Memphis Grizzlies,Away,20:00,111,117,L
448,2024-11-20,Phoenix Suns,New York Knicks,Home,22:00,122,138,L
449,2024-11-20,Portland Trail Blazers,Oklahoma City Thunder,Away,20:00,99,109,L
450,2024-11-21,Charlotte Hornets,Detroit Pistons,Home,19:00,123,121,W
451,2024-11-21,Detroit Pistons,Charlotte Hornets,Away,19:00,121,123,L
452,2024-11-21,Los Angeles Lakers,Orlando Magic,Home,22:30,118,119,L
453,2024-11-21,Minnesota Timberwolves,Toronto Raptors,Away,19:30,105,110,L
454,2024-11-21,Orlando Magic,Los Angeles Lakers,Away,22:30,119,118,W
455,2024-11-21,San Antonio Spurs,Utah Jazz,Home,20:00,126,118,W
456,2024-11-21,Toronto Raptors,Minnesota Timberwolves,Home,19:30,110,105,W
457,2024-11-21,Utah Jazz,San Antonio Spurs,Away,20:00,118,126,L
458,2024-11-22,Atlanta Hawks,Chicago Bulls,Away,20:00,122,136,L
459,2024-11-22,Boston Celtics,Washington Wizards,Away,19:00,108,96,W
460,2024-11-22,Brooklyn Nets,Philadelphia 76ers,Away,19:00,98,113,L
461,2024-11-22,Chicago Bulls,Atlanta Hawks,Home,20:00,136,122,W
462,2024-11-22,Dallas Mavericks,Denver Nuggets,Away,22:00,123,120,W
463,2024-11-22,Denver Nuggets,Dallas Mavericks,Home,22:00,120,123,L
464,2024-11-22,Golden State Warriors,New Orleans Pelicans,Away,19:30,112,108,W
465,2024-11-22,Houston Rockets,Portland Trail Blazers,Home,20:00,116,88,W
466,2024-11-22,Indiana Pacers,Milwaukee Bucks,Away,20:00,117,129,L
467,2024-11-22,Los Angeles Clippers,Sacramento Kings,Home,22:30,104,88,W
468,2024-11-22,Milwaukee Bucks,Indiana Pacers,Home,20:00,129,117,W
469,2024-11-22,New Orleans Pelicans,Golden State Warriors,Home,19:30,108,112,L
470,2024-11-22,Philadelphia 76ers,Brooklyn Nets,Home,19:00,113,98,W
471,2024-11-22,Portland Trail Blazers,Houston Rockets,Away,20:00,88,116,L
472,2024-11-22,Sacramento Kings,Los Angeles Clippers,Away,22:30,88,104,L
473,2024-11-22,Washington Wizards,Boston Celtics,Home,19:00,96,108,L
474,2024-11-23,Charlotte Hornets,Milwaukee Bucks,Away,20:00,119,125,L
475,2024-11-23,Chicago Bulls,Memphis Grizzlies,Home,20:00,131,142,L
476,2024-11-23,Denver Nuggets,Los Angeles Lakers,Away,22:30,127,102,W
477,2024-11-23,Detroit Pistons,Orlando Magic,Away,19:00,100,111,L
478,2024-11-23,Golden State Warriors,San Antonio Spurs,Away,20:30,94,104,L
479,2024-11-23,Houston Rockets,Portland Trail Blazers,Home,20:00,98,104,L
480,2024-11-23,Los Angeles Lakers,Denver Nuggets,Home,22:30,102,127,L
481,2024-11-23,Memphis Grizzlies,Chicago Bulls,Away,20:00,142,131,W
482,2024-11-23,Milwaukee Bucks,Charlotte Hornets,Home,20:00,125,119,W
483,2024-11-23,New York Knicks,Utah Jazz,Away,17:00,106,121,L
484,2024-11-23,Orlando Magic,Detroit Pistons,Home,19:00,111,100,W
485,2024-11-23,Portland Trail Blazers,Houston Rockets,Away,20:00,104,98,W
486,2024-11-23,San Antonio Spurs,Golden State Warriors,Home,20:30,104,94,W
487,2024-11-23,Utah Jazz,New York Knicks,Home,17:00,121,106,W
488,2024-11-24,Boston Celtics,Minnesota Timberwolves,Home,15:30,107,105,W
489,2024-11-24,Brooklyn Nets,Sacramento Kings,Away,21:00,108,103,W
490,2024-11-24,Cleveland Cavaliers,Toronto Raptors,Home,19:30,122,108,W
491,2024-11-24,Dallas Mavericks,Miami Heat,Away,18:00,118,123,L
492,2024-11-24,Indiana Pacers,Washington Wizards,Home,17:00,115,103,W
493,2024-11-24,Los Angeles Clippers,Philadelphia 76ers,Away,18:00,125,99,W
494,2024-11-24,Miami Heat,Dallas Mavericks,Home,18:00,123,118,W
495,2024-11-24,Minnesota Timberwolves,Boston Celtics,Away,15:30,105,107,L
496,2024-11-24,Philadelphia 76ers,Los Angeles Clippers,Home,18:00,99,125,L
497,2024-11-24,Sacramento Kings,Brooklyn Nets,Home,21:00,103,108,L
498,2024-11-24,Toronto Raptors,Cleveland Cavaliers,Away,19:30,108,122,L
499,2024-11-24,Washington Wizards,Indiana Pacers,Away,17:00,103,115,L
500,2024-11-25,Atlanta Hawks,Dallas Mavericks,Home,19:30,119,129,L
501,2024-11-25,Boston Celtics,Los Angeles Clippers,Home,19:30,126,94,W
502,2024-11-25,Brooklyn Nets,Golden State Warriors,Away,22:00,128,120,W
503,2024-11-25,Charlotte Hornets,Orlando Magic,Home,19:00,84,95,L
504,2024-11-25,Dallas Mavericks,Atlanta Hawks,Away,19:30,129,119,W
505,2024-11-25,Denver Nuggets,New York Knicks,Home,21:00,118,145,L
506,2024-11-25,Detroit Pistons,Toronto Raptors,Home,19:00,102,100,W
507,2024-11-25,Golden State Warriors,Brooklyn Nets,Home,22:00,120,128,L
508,2024-11-25,Indiana Pacers,New Orleans Pelicans,Home,19:00,114,110,W
509,2024-11-25,Los Angeles Clippers,Boston Celtics,Away,19:30,94,126,L
510,2024-11-25,Memphis Grizzlies,Portland Trail Blazers,Home,20:00,123,98,W
511,2024-11-25,New Orleans Pelicans,Indiana Pacers,Away,19:00,110,114,L
512,2024-11-25,New York Knicks,Denver Nuggets,Away,21:00,145,118,W
513,2024-11-25,Oklahoma City Thunder,Sacramento Kings,Away,22:00,130,109,W
514,2024-11-25,Orlando Magic,Charlotte Hornets,Away,19:00,95,84,W
515,2024-11-25,Portland Trail Blazers,Memphis Grizzlies,Away,20:00,98,123,L
516,2024-11-25,Sacramento Kings,Oklahoma City Thunder,Home,22:00,109,130,L
517,2024-11-25,Toronto Raptors,Detroit Pistons,Away,19:00,100,102,L
518,2024-11-26,Chicago Bulls,Washington Wizards,Away,19:00,127,108,W
519,2024-11-26,Houston Rockets,Minnesota Timberwolves,Away,20:00,117,111,W
520,2024-11-26,Los Angeles Lakers,Phoenix Suns,Away,22:00,100,127,L
521,2024-11-26,Miami Heat,Milwaukee Bucks,Home,19:30,103,106,L
522,2024-11-26,Milwaukee Bucks,Miami Heat,Away,19:30,106,103,W
523,2024-11-26,Minnesota Timberwolves,Houston Rockets,Home,20:00,111,117,L
524,2024-11-26,Phoenix Suns,Los Angeles Lakers,Home,22:00,127,100,W
525,2024-11-26,San Antonio Spurs,Utah Jazz,Away,21:00,128,115,W
526,2024-11-26,Utah Jazz,San Antonio Spurs,Home,21:00,115,128,L
527,2024-11-26,Washington Wizards,Chicago Bulls,Home,19:00,108,127,L
528,2024-11-27,Atlanta Hawks,Cleveland Cavaliers,Away,19:00,135,124,W
529,2024-11-27,Brooklyn Nets,Phoenix Suns,Away,21:00,127,117,W
530,2024-11-27,Charlotte Hornets,Miami Heat,Home,19:00,94,98,L
531,2024-11-27,Chicago Bulls,Orlando Magic,Away,19:00,119,133,L
532,2024-11-27,Cleveland Cavaliers,Atlanta Hawks,Home,19:00,124,135,L
533,2024-11-27,Dallas Mavericks,New York Knicks,Home,19:30,129,114,W
534,2024-11-27,Denver Nuggets,Utah Jazz,Away,21:00,122,103,W
535,2024-11-27,Detroit Pistons,Memphis Grizzlies,Away,20:00,111,131,L
536,2024-11-27,Golden State Warriors,Oklahoma City Thunder,Home,22:00,101,105,L
537,2024-11-27,Houston Rockets,Philadelphia 76ers,Away,19:00,122,115,W
538,2024-11-27,Indiana Pacers,Portland Trail Blazers,Home,19:00,121,114,W
539,2024-11-27,Los Angeles Clippers,Washington Wizards,Away,19:00,121,96,W
540,2024-11-27,Los Angeles Lakers,San Antonio Spurs,Away,20:30,119,101,W
541,2024-11-27,Memphis Grizzlies,Detroit Pistons,Home,20:00,131,111,W
542,2024-11-27,Miami Heat,Charlotte Hornets,Away,19:00,98,94,W
543,2024-11-27,Minnesota Timberwolves,Sacramento Kings,Home,20:00,104,115,L
544,2024-11-27,New Orleans Pelicans,Toronto Raptors,Home,20:00,93,119,L
545,2024-11-27,New York Knicks,Dallas Mavericks,Away,19:30,114,129,L
546,2024-11-27,Oklahoma City Thunder,Golden State Warriors,Away,22:00,105,101,W
547,2024-11-27,Orlando Magic,Chicago Bulls,Home,19:00,133,119,W
548,2024-11-27,Philadelphia 76ers,Houston Rockets,Home,19:00,115,122,L
549,2024-11-27,Phoenix Suns,Brooklyn Nets,Home,21:00,117,127,L
550,2024-11-27,Portland Trail Blazers,Indiana Pacers,Away,19:00,114,121,L
551,2024-11-27,Sacramento Kings,Minnesota Timberwolves,Away,20:00,115,104,W
552,2024-11-27,San Antonio Spurs,Los Angeles Lakers,Home,20:30,101,119,L
553,2024-11-27,Toronto Raptors,New Orleans Pelicans,Away,20:00,119,93,W
554,2024-11-27,Utah Jazz,Denver Nuggets,Home,21:00,103,122,L
555,2024-11-27,Washington Wizards,Los Angeles Clippers,Home,19:00,96,121,L
556,2024-11-29,Atlanta Hawks,Cleveland Cavaliers,Home,14:30,117,101,W
557,2024-11-29,Boston Celtics,Chicago Bulls,Away,20:00,138,129,W
558,2024-11-29,Brooklyn Nets,Orlando Magic,Home,19:30,100,123,L
559,2024-11-29,Charlotte Hornets,New York Knicks,Home,12:00,98,99,L
560,2024-11-29,Chicago Bulls,Boston Celtics,Home,20:00,129,138,L
561,2024-11-29,Cleveland Cavaliers,Atlanta Hawks,Away,14:30,101,117,L
562,2024-11-29,Detroit Pistons,Indiana Pacers,Away,20:00,130,106,W
563,2024-11-29,Indiana Pacers,Detroit Pistons,Home,20:00,106,130,L
564,2024-11-29,Los Angeles Clippers,Minnesota Timberwolves,Away,19:30,92,93,L
565,2024-11-29,Los Angeles Lakers,Oklahoma City Thunder,Home,22:00,93,101,L
566,2024-11-29,Memphis Grizzlies,New Orleans Pelicans,Home,17:00,120,109,W
567,2024-11-29,Miami Heat,Toronto Raptors,Home,20:00,121,111,W
568,2024-11-29,Minnesota Timberwolves,Los Angeles Clippers,Home,19:30,93,92,W
569,2024-11-29,New Orleans Pelicans,Memphis Grizzlies,Away,17:00,109,120,L
570,2024-11-29,New York Knicks,Charlotte Hornets,Away,12:00,99,98,W
571,2024-11-29,Oklahoma City Thunder,Los Angeles Lakers,Away,22:00,101,93,W
572,2024-11-29,Orlando Magic,Brooklyn Nets,Away,19:30,123,100,W
573,2024-11-29,Portland Trail Blazers,Sacramento Kings,Home,22:00,115,106,W
574,2024-11-29,Sacramento Kings,Portland Trail Blazers,Away,22:00,106,115,L
575,2024-11-29,Toronto Raptors,Miami Heat,Away,20:00,111,121,L
576,2024-11-30,Atlanta Hawks,Charlotte Hornets,Away,18:00,107,104,W
577,2024-11-30,Charlotte Hornets,Atlanta Hawks,Home,18:00,104,107,L
578,2024-11-30,Dallas Mavericks,Utah Jazz,Away,21:30,106,94,W
579,2024-11-30,Detroit Pistons,Philadelphia 76ers,Home,19:00,96,111,L
580,2024-11-30,Golden State Warriors,Phoenix Suns,Away,21:00,105,113,L
581,2024-11-30,Milwaukee Bucks,Washington Wizards,Home,20:00,124,114,W
582,2024-11-30,Philadelphia 76ers,Detroit Pistons,Away,19:00,111,96,W
583,2024-11-30,Phoenix Suns,Golden State Warriors,Home,21:00,113,105,W
584,2024-11-30,Utah Jazz,Dallas Mavericks,Home,21:30,94,106,L
585,2024-11-30,Washington Wizards,Milwaukee Bucks,Away,20:00,114,124,L
586,2024-12-01,Boston Celtics,Cleveland Cavaliers,Away,18:00,111,115,L
587,2024-12-01,Brooklyn Nets,Orlando Magic,Home,15:30,92,100,L
588,2024-12-01,Cleveland Cavaliers,Boston Celtics,Home,18:00,115,111,W
589,2024-12-01,Dallas Mavericks,Portland Trail Blazers,Away,21:00,137,131,W
590,2024-12-01,Denver Nuggets,Los Angeles Clippers,Away,22:00,122,126,L
591,2024-12-01,Houston Rockets,Oklahoma City Thunder,Home,19:00,119,116,W
592,2024-12-01,Indiana Pacers,Memphis Grizzlies,Away,15:30,121,136,L
593,2024-12-01,Los Angeles Clippers,Denver Nuggets,Home,22:00,126,122,W
594,2024-12-01,Los Angeles Lakers,Utah Jazz,Away,20:00,105,104,W
595,2024-12-01,Memphis Grizzlies,Indiana Pacers,Home,15:30,136,121,W
596,2024-12-01,Miami Heat,Toronto Raptors,Away,18:00,116,119,L
597,2024-12-01,New Orleans Pelicans,New York Knicks,Away,18:00,85,118,L
598,2024-12-01,New York Knicks,New Orleans Pelicans,Home,18:00,118,85,W
599,2024-12-01,Oklahoma City Thunder,Houston Rockets,Away,19:00,116,119,L
600,2024-12-01,Orlando Magic,Brooklyn Nets,Away,15:30,100,92,W
601,2024-12-01,Portland Trail Blazers,Dallas Mavericks,Home,21:00,131,137,L
602,2024-12-01,Sacramento Kings,San Antonio Spurs,Home,21:00,125,127,L
603,2024-12-01,San Antonio Spurs,Sacramento Kings,Away,21:00,127,125,W
604,2024-12-01,Toronto Raptors,Miami Heat,Home,18:00,119,116,W
605,2024-12-01,Utah Jazz,Los Angeles Lakers,Home,20:00,104,105,L
606,2024-12-02,Atlanta Hawks,New Orleans Pelicans,Home,19:30,124,112,W
607,2024-12-02,Boston Celtics,Miami Heat,Home,19:30,108,89,W
608,2024-12-02,Brooklyn Nets,Chicago Bulls,Away,20:00,102,128,L
609,2024-12-02,Chicago Bulls,Brooklyn Nets,Home,20:00,128,102,W
610,2024-12-02,Los Angeles Lakers,Minnesota Timberwolves,Away,20:00,80,109,L
611,2024-12-02,Miami Heat,Boston Celtics,Away,19:30,89,108,L
612,2024-12-02,Minnesota Timberwolves,Los Angeles Lakers,Home,20:00,109,80,W
613,2024-12-02,New Orleans Pelicans,Atlanta Hawks,Away,19:30,112,124,L
614,2024-12-03,Charlotte Hornets,Philadelphia 76ers,Home,19:00,104,110,L
615,2024-12-03,Cleveland Cavaliers,Washington Wizards,Home,19:00,118,87,W
616,2024-12-03,Dallas Mavericks,Memphis Grizzlies,Home,20:30,121,116,W
617,2024-12-03,Denver Nuggets,Golden State Warriors,Home,22:00,119,115,W
618,2024-12-03,Detroit Pistons,Milwaukee Bucks,Home,19:00,107,128,L
619,2024-12-03,Golden State Warriors,Denver Nuggets,Away,22:00,115,119,L
620,2024-12-03,Houston Rockets,Sacramento Kings,Away,22:00,111,120,L
621,2024-12-03,Indiana Pacers,Toronto Raptors,Away,19:30,111,122,L
622,2024-12-03,Los Angeles Clippers,Portland Trail Blazers,Home,22:30,127,105,W
623,2024-12-03,Memphis Grizzlies,Dallas Mavericks,Away,20:30,116,121,L
624,2024-12-03,Milwaukee Bucks,Detroit Pistons,Away,19:00,128,107,W
625,2024-12-03,New York Knicks,Orlando Magic,Home,19:30,121,106,W
626,2024-12-03,Oklahoma City Thunder,Utah Jazz,Home,20:00,133,106,W
627,2024-12-03,Orlando Magic,New York Knicks,Away,19:30,106,121,L
628,2024-12-03,Philadelphia 76ers,Charlotte Hornets,Away,19:00,110,104,W
629,2024-12-03,Phoenix Suns,San Antonio Spurs,Home,21:00,104,93,W
630,2024-12-03,Portland Trail Blazers,Los Angeles Clippers,Away,22:30,105,127,L
631,2024-12-03,Sacramento Kings,Houston Rockets,Home,22:00,120,111,W
632,2024-12-03,San Antonio Spurs,Phoenix Suns,Away,21:00,93,104,L
633,2024-12-03,Toronto Raptors,Indiana Pacers,Home,19:30,122,111,W
634,2024-12-03,Utah Jazz,Oklahoma City Thunder,Away,20:00,106,133,L
635,2024-12-03,Washington Wizards,Cleveland Cavaliers,Away,19:00,87,118,L
636,2024-12-04,Atlanta Hawks,Milwaukee Bucks,Away,20:00,119,104,W
637,2024-12-04,Boston Celtics,Detroit Pistons,Home,19:30,130,120,W
638,2024-12-04,Brooklyn Nets,Indiana Pacers,Home,19:30,99,90,W
639,2024-12-04,Detroit Pistons,Boston Celtics,Away,19:30,120,130,L
640,2024-12-04,Indiana Pacers,Brooklyn Nets,Away,19:30,90,99,L
641,2024-12-04,Los Angeles Clippers,Minnesota Timberwolves,Home,22:30,80,108,L
642,2024-12-04,Los Angeles Lakers,Miami Heat,Away,19:30,93,134,L
643,2024-12-04,Miami Heat,Los Angeles Lakers,Home,19:30,134,93,W
644,2024-12-04,Milwaukee Bucks,Atlanta Hawks,Home,20:00,104,119,L
645,2024-12-04,Minnesota Timberwolves,Los Angeles Clippers,Away,22:30,108,80,W
646,2024-12-04,Orlando Magic,Philadelphia 76ers,Away,19:30,106,102,W
647,2024-12-04,Philadelphia 76ers,Orlando Magic,Home,19:30,102,106,L
648,2024-12-05,Charlotte Hornets,New York Knicks,Away,19:30,101,125,L
649,2024-12-05,Chicago Bulls,San Antonio Spurs,Away,20:00,139,124,W
650,2024-12-05,Cleveland Cavaliers,Denver Nuggets,Home,19:00,126,114,W
651,2024-12-05,Dallas Mavericks,Washington Wizards,Away,19:00,137,101,W
652,2024-12-05,Denver Nuggets,Cleveland Cavaliers,Away,19:00,114,126,L
653,2024-12-05,Golden State Warriors,Houston Rockets,Home,22:00,99,93,W
654,2024-12-05,Houston Rockets,Golden State Warriors,Away,22:00,93,99,L
655,2024-12-05,Memphis Grizzlies,Sacramento Kings,Home,20:00,115,110,W
656,2024-12-05,New Orleans Pelicans,Phoenix Suns,Home,20:00,126,124,W
657,2024-12-05,New York Knicks,Charlotte Hornets,Home,19:30,125,101,W
658,2024-12-05,Oklahoma City Thunder,Toronto Raptors,Away,19:30,129,92,W
659,2024-12-05,Phoenix Suns,New Orleans Pelicans,Away,20:00,124,126,L
660,2024-12-05,Sacramento Kings,Memphis Grizzlies,Away,20:00,110,115,L
661,2024-12-05,San Antonio Spurs,Chicago Bulls,Home,20:00,124,139,L
662,2024-12-05,Toronto Raptors,Oklahoma City Thunder,Home,19:30,92,129,L
663,2024-12-05,Washington Wizards,Dallas Mavericks,Home,19:00,101,137,L
664,2024-12-06,Atlanta Hawks,Los Angeles Lakers,Home,19:30,134,132,W
665,2024-12-06,Boston Celtics,Milwaukee Bucks,Home,19:30,111,105,W
666,2024-12-06,Chicago Bulls,Indiana Pacers,Home,20:00,123,132,L
667,2024-12-06,Golden State Warriors,Minnesota Timberwolves,Home,22:00,90,107,L
668,2024-12-06,Indiana Pacers,Chicago Bulls,Away,20:00,132,123,W
669,2024-12-06,Los Angeles Lakers,Atlanta Hawks,Away,19:30,132,134,L
670,2024-12-06,Milwaukee Bucks,Boston Celtics,Away,19:30,105,111,L
671,2024-12-06,Minnesota Timberwolves,Golden State Warriors,Away,22:00,107,90,W
672,2024-12-06,Orlando Magic,Philadelphia 76ers,Away,19:00,94,102,L
673,2024-12-06,Philadelphia 76ers,Orlando Magic,Home,19:00,102,94,W
674,2024-12-06,Portland Trail Blazers,Utah Jazz,Home,22:00,99,141,L
675,2024-12-06,Sacramento Kings,San Antonio Spurs,Away,20:00,140,113,W
